session,lap,lap_clean,corner,direction,entry_speed_mps,apex_speed_mps,exit_speed_mps,speed_min_offset_m,brake_start_m,braking_length_m,peak_brake,trail_braking,throttle_pickup_offset_m,min_throttle_in_corner,time_in_corner_s,peak_abs_slip_rad,off_track_points,ref_time_in_corner_s,delta_time_s,delta_brake_m,delta_apex_speed_mps,delta_throttle_pickup_m,advice_count
session_1788437179326,13,true,19,L,76.6452,76.6452,77.0710,-14.9995,,,0.0000,false,0.0005,1.0000,0.1800,0.0003,0,,,,,,0
session_1788437179326,14,true,0,L,85.7780,85.7780,85.8174,-14.0000,,,0.0000,false,0.0000,1.0000,0.1710,0.0003,0,,,,,,0
session_1788437179326,14,true,1,R,36.3041,17.5887,20.7974,-1.0000,804.0000,96.0000,1.0000,false,21.0000,0.0000,2.3560,0.0591,0,,,,,,0
session_1788437179326,14,true,2,R,20.7974,20.5172,27.8352,23.0000,,,0.0000,false,3.0000,0.0000,2.2520,0.0308,0,,,,,,0
session_1788437179326,14,true,3,L,27.8352,27.8352,35.1114,0.0000,,,0.0000,false,0.0000,1.0000,0.6260,0.0088,0,,,,,,0
session_1788437179326,14,true,4,R,69.8525,69.8525,80.7347,-60.0000,,,0.0000,false,0.0000,0.0351,4.4540,0.0261,0,,,,,,1
session_1788437179326,14,true,5,R,80.9607,80.9607,82.8391,-61.5000,,,0.0000,false,0.5000,1.0000,2.2030,0.0114,0,,,,,,0
session_1788437179326,14,true,6,L,83.7577,83.3946,83.6596,-5.0000,,,0.0000,false,0.0000,1.0000,0.1940,0.0144,0,,,,,,0
session_1788437179326,14,true,7,R,30.5113,30.2973,43.6893,-14.0000,,,0.0000,false,0.0000,0.2627,2.0310,0.0997,0,,,,,,0
session_1788437179326,14,true,8,L,52.2688,52.2688,57.0826,-9.5000,,,0.0000,false,0.5000,1.0000,0.5790,0.0052,0,,,,,,0
session_1788437179326,14,true,9,R,64.8950,42.9173,57.5680,-76.9995,2416.0000,13.5000,1.0000,false,0.0005,0.0000,4.1610,0.1103,0,,,,,,1
session_1788437179326,14,true,10,L,64.4223,64.4223,67.7926,-28.9995,,,0.0000,false,0.0005,1.0000,0.5450,0.0047,0,,,,,,0
session_1788437179326,14,true,11,R,70.6391,42.1157,42.1157,30.5005,2779.0000,1.4995,1.0000,true,35.5005,0.0000,1.4420,0.0300,0,,,,,,0
session_1788437179326,14,true,12,L,64.5653,64.5653,66.5445,-14.9995,,,0.0000,false,0.0005,1.0000,0.3140,0.0013,0,,,,,,0
session_1788437179326,14,true,13,L,80.1178,80.1178,80.4661,-15.9995,,,0.0000,false,0.0005,1.0000,0.2820,0.0003,0,,,,,,0
session_1788437179326,14,true,14,R,84.3723,79.1253,79.1253,56.5005,,,0.0000,false,-0.4995,0.0000,0.8750,0.0025,0,,,,,,0
session_1788437179326,14,true,15,L,77.6926,77.6926,78.3027,-14.0000,,,0.0000,false,0.0000,1.0000,0.2760,0.0002,0,,,,,,0
session_1788437179326,14,true,16,R,83.7416,83.7416,84.0638,-32.0000,,,0.0000,false,0.0000,1.0000,0.4050,0.0004,0,,,,,,0
session_1788437179326,14,true,17,R,76.0770,47.7431,47.9527,61.5000,5021.0000,23.5000,1.0000,true,31.5000,0.0000,1.8890,0.0621,0,,,,,,0
session_1788437179326,14,true,18,R,47.9527,47.9527,70.4394,0.0000,,,0.0000,false,0.0000,1.0000,4.0110,0.0520,0,,,,,,0
session_1788437179326,14,true,19,L,76.3485,76.3485,76.7942,-14.9995,,,0.0000,false,0.0005,1.0000,0.1940,0.0083,0,,,,,,0
session_1788437179326,15,true,0,L,72.1420,71.0196,71.0196,1.0000,,,0.0000,false,,0.2196,0.2160,0.0037,0,,,,,,0
session_1788437179326,15,true,1,R,29.3339,17.1426,18.7008,0.0000,872.0000,28.0000,1.0000,false,50.0000,0.0000,2.5190,0.0639,0,,,,,,0
session_1788437179326,15,true,2,R,18.7008,16.5817,24.9262,16.0000,,,0.0000,false,32.0000,0.0000,2.6500,0.0670,0,,,,,,0
session_1788437179326,15,true,3,L,24.9262,24.9262,32.5866,0.0000,,,0.0000,false,0.0000,1.0000,0.7000,0.0118,0,,,,,,0
session_1788437179326,15,true,4,R,67.6428,57.4889,66.9402,121.0000,,,0.0000,false,,0.0000,5.5050,0.0133,0,,,,,,0
session_1788437179326,15,true,5,R,68.1886,68.1886,75.6211,-61.5000,,,0.0000,false,0.5000,0.9804,2.5000,0.0120,0,,,,,,0
session_1788437179326,15,true,6,L,76.9512,75.4590,75.4590,4.0000,,,0.0000,false,,0.0000,0.2110,0.0002,0,,,,,,0
session_1788437179326,15,true,7,R,23.0167,23.0167,40.7978,-20.0000,,,0.0000,false,0.0000,0.0091,2.3880,0.0477,0,,,,,,0
session_1788437179326,15,true,8,L,50.3228,50.3228,54.9552,-9.5000,,,0.0000,false,5.5000,0.0485,0.5670,0.0026,0,,,,,,0
session_1788437179326,15,true,9,R,58.4456,39.3913,47.1108,31.0005,2443.0000,-13.5000,1.0000,false,36.0005,0.0000,4.6450,0.0261,0,,,,,,1
session_1788437179326,15,true,10,L,56.7880,56.7880,61.3354,-28.9995,,,0.0000,false,0.0005,0.1145,0.6220,0.0053,0,,,,,,0
session_1788437179326,15,true,11,R,53.3525,38.0939,38.4920,15.5005,2766.0000,14.4995,1.0000,false,43.5005,0.0000,1.8580,0.0120,0,,,,,,0
session_1788437179326,15,true,12,L,63.6513,63.6513,65.4212,-14.9995,,,0.0000,false,0.0005,1.0000,0.3460,0.0024,0,,,,,,0
session_1788437179326,15,true,13,L,71.4257,69.5323,69.5323,7.0005,,,0.0000,false,,0.0000,0.3170,0.0003,0,,,,,,0
session_1788437179326,15,true,14,R,45.7161,43.0126,43.0126,56.5005,,,0.0000,false,,0.4627,1.6490,0.0024,0,,,,,,0
session_1788437179326,15,true,15,L,73.1530,73.1530,74.0732,-14.0000,,,0.0000,false,0.0000,1.0000,0.2800,0.0002,0,,,,,,0
session_1788437179326,15,true,16,R,82.4623,82.4623,82.9402,-32.0000,,,0.0000,false,0.0000,1.0000,0.4240,0.0001,0,,,,,,0
session_1788437179326,15,true,17,R,61.1936,49.5609,49.5609,65.5000,,,0.0157,false,67.5000,0.0000,1.8470,0.0521,0,,,,,,0
session_1788437179326,15,true,18,R,49.5609,49.4118,66.5011,4.0000,,,0.0000,false,2.0000,0.5949,4.1630,0.0371,0,,,,,,0
session_1788437179326,15,true,19,L,74.6301,74.6301,75.1765,-14.9995,,,0.0000,false,0.0005,1.0000,0.1900,0.0007,0,,,,,,0
